source,query,title,authors,year,doi,venue,url,relevance_score,notes
crossref,robot lifelong learning manipulation,lifelong robot learning,Oztop; Ugur,2021,10.1007/978-3-642-41610-1_203-1,Encyclopedia of Robotics,https://doi.org/10.1007/978-3-642-41610-1_203-1,3,
crossref,robot continual learning manipulation,modeling of robot-tweezers manipulation of biological cells,Xie,2021,10.1016/b978-0-12-823449-5.00007-1,Autonomous Robot-Aided Optical Manipulation for Biological Cells,https://doi.org/10.1016/b978-0-12-823449-5.00007-1,3,
crossref,robot fault recovery manipulation,multi-robot preemptive task scheduling with fault recovery: a novel approach to automatic logistics of smart factories,Kalempa; Piardi; Limeira; de Oliveira,2021,10.3390/s21196536,Sensors,https://doi.org/10.3390/s21196536,3,
crossref,robot online adaptation manipulation,online morphological adaptation for tactile sensing augmentation,Hughes; Scimeca; Maiolino; Iida,2021,10.3389/frobt.2021.665030,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2021.665030,3,
crossref,robot fault recovery manipulation,performance recovery and fault-tolerant control schemes,Ding,2021,10.1007/978-3-662-62004-5_20,Advanced methods for fault diagnosis and fault-tolerant control,https://doi.org/10.1007/978-3-662-62004-5_20,3,
crossref,robot adaptability physical drift,physiological adaptability to training and physical activity,,2021,10.5040/9781718235922.part-003,Physiology of Exercise and Healthy Aging,https://doi.org/10.5040/9781718235922.part-003,3,
crossref,robot forgetting continual learning,plop: learning without forgetting for continual semantic segmentation,Douillard; Chen; Dapogny; Cord,2021,10.1109/cvpr46437.2021.00403,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr46437.2021.00403,3,
crossref,robot policy drift,"policy drift, 1883–1897",,2021,10.2307/j.ctv23hcdwf.9,Power and Dysfunction,https://doi.org/10.2307/j.ctv23hcdwf.9,3,
crossref,robot policy drift,policy persistence and drift in organizations,Gieczewski,2021,10.3982/ecta15873,Econometrica,https://doi.org/10.3982/ecta15873,3,
crossref,robot adaptation drift,pwpae: an ensemble framework for concept drift adaptation in iot data streams,Yang; Manias; Shami,2021,10.1109/globecom46510.2021.9685338,2021 IEEE Global Communications Conference (GLOBECOM),https://doi.org/10.1109/globecom46510.2021.9685338,3,
crossref,robot adaptation drift,reproductive isolation via polygenic local adaptation in sub-divided populations: effect of linkage disequilibria and drift,Sachdeva,2021,10.1101/2021.11.05.467433,,https://doi.org/10.1101/2021.11.05.467433,3,
crossref,robot calibration drift,robot calibration based on nonlinear formulation for modular reconfigurable robots (mrrs),Lin,2021,10.32920/ryerson.14665476,,https://doi.org/10.32920/ryerson.14665476,3,
crossref,robot continual learning manipulation,robot manipulation learning using generative adversarial imitation learning,Jabri,2021,10.24963/ijcai.2021/678,Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence,https://doi.org/10.24963/ijcai.2021/678,3,
crossref,robot policy drift,"robot relationships: love, sex and business",Rébé,2021,10.1163/9789004458109_009,"Artificial Intelligence: Robot Law, Policy and Ethics",https://doi.org/10.1163/9789004458109_009,3,
crossref,robot lifelong learning manipulation,the state of lifelong learning in service robots:,Kasaei; Melsen; van Beers; Steenkist; Voncina,2021,10.1007/s10846-021-01458-3,Journal of Intelligent &amp; Robotic Systems,https://doi.org/10.1007/s10846-021-01458-3,3,
crossref,robot online adaptation manipulation,towards an online framework for changing-contact robot manipulation tasks,Sidhik; Sridharan; Ruiken,2021,10.1109/iros51168.2021.9636278,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros51168.2021.9636278,3,
crossref,robot skill decay,understanding skill decay and skill maintenance in first responders,Woodman; Bearman; Hayes,2021,10.47389/36.4.44,Australian Journal of Emergency Management,https://doi.org/10.47389/36.4.44,3,
crossref,dexterous manipulation adaptation,"a dexterous, adaptive, affordable, humanlike robot hand: towards prostheses with dexterous manipulation capabilities",Chapman; Dwivedi; Liarokapis,2022,10.1109/humanoids53995.2022.10000237,2022 IEEE-RAS 21st International Conference on Humanoid Robots (Humanoids),https://doi.org/10.1109/humanoids53995.2022.10000237,3,
crossref,robot fault recovery manipulation,a geometric approach to robotic manipulation in physical human-robot interaction,Lachner,2022,10.3990/1.9789036553568,,https://doi.org/10.3990/1.9789036553568,3,
crossref,dexterous manipulation adaptation,a hand-arm teleoperation system for robotic dexterous manipulation,Li; Li; Zhang,2022,10.1016/b978-0-32-390445-2.00021-0,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",https://doi.org/10.1016/b978-0-32-390445-2.00021-0,3,
crossref,robot fault recovery manipulation,a sparsity-based method for fault-tolerant manipulation of a redundant robot,Li; Li; Li; Zhu; Samani,2022,10.1017/s0263574722000285,Robotica,https://doi.org/10.1017/s0263574722000285,3,
crossref,policy drift robotics,a stable drift control for distributed drive electric vehicles,Guo; Yin; Liu,2022,10.1117/12.2652409,International Conference on Mechanisms and Robotics (ICMAR 2022),https://doi.org/10.1117/12.2652409,3,
crossref,robot forgetting continual learning,attention distraction: watermark removal through continual learning with selective forgetting,Zhong; Zhang; Hu; Gao; Zhang; Xiang,2022,10.1109/icme52920.2022.9858930,2022 IEEE International Conference on Multimedia and Expo (ICME),https://doi.org/10.1109/icme52920.2022.9858930,3,
crossref,robot forgetting continual learning,attractive and repulsive training to address inter-task forgetting issues in continual learning,Choi; Choi,2022,10.1016/j.neucom.2022.05.079,Neurocomputing,https://doi.org/10.1016/j.neucom.2022.05.079,3,
crossref,robot continual learning manipulation,autonomous deep learning for continual learning in complex data stream environment,; Ashfahani,2022,10.32657/10356/154462,,https://doi.org/10.32657/10356/154462,3,
crossref,robot skill aging,bayesian optimization with unknown constraints in graphical skill models for compliant manipulation tasks using an industrial robot,Gabler; Wollherr,2022,10.3389/frobt.2022.993359,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.993359,3,
crossref,robot forgetting continual learning,beyond not-forgetting: continual learning with backward knowledge transfer,Fan; Lin; Yang; Zhang,2022,10.52202/068431-1176,Advances in Neural Information Processing Systems 35,https://doi.org/10.52202/068431-1176,3,
crossref,robot calibration drift,challenges for ocean salinity measurements – calibration and long-term drift,Waldmann; Bergenthal; Weinreben; Seitz,2022,10.1109/oceans47191.2022.9977175,"OCEANS 2022, Hampton Roads",https://doi.org/10.1109/oceans47191.2022.9977175,3,
crossref,robot fault recovery manipulation,cognitive robot manipulation,Jiang; Yang,2022,10.7551/mitpress/13780.003.0022,Cognitive Robotics,https://doi.org/10.7551/mitpress/13780.003.0022,3,
crossref,continual robot learning,"continual learning for real-world autonomous systems: algorithms, challenges and frameworks",Shaheen; Hanif; Hasan; Shafique,2022,10.1007/s10846-022-01603-6,Journal of Intelligent &amp; Robotic Systems,https://doi.org/10.1007/s10846-022-01603-6,3,
arxiv,,continual learning from demonstration of robotics skills,Sayantan Auddy; Jakob Hollenstein; Matteo Saveriano; Antonio Rodríguez-Sánchez; Justus Piater,2022,,arXiv,http://arxiv.org/abs/2202.06843v4,3,
crossref,robot forgetting continual learning,continual learning of neural machine translation within low forgetting risk regions,Gu; Hu; Feng,2022,10.18653/v1/2022.emnlp-main.111,Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing,https://doi.org/10.18653/v1/2022.emnlp-main.111,3,
crossref,robot online adaptation manipulation,continuous control actions learning and adaptation for robotic manipulation through reinforcement learning,Shahid; Piga; Braghin; Roveda,2022,10.1007/s10514-022-10034-z,Autonomous Robots,https://doi.org/10.1007/s10514-022-10034-z,3,
crossref,robot policy drift,crossmark policy,,2022,10.32738/irm.crossmark_policy.0001,Industrial Robot Magazine,https://doi.org/10.32738/irm.crossmark_policy.0001,3,
crossref,policy drift robotics,dr-slam: drift rejection slam with manhattan regularity for indoor environments,Li; Wang; Chen; Zhang,2022,10.1080/01691864.2022.2129032,Advanced Robotics,https://doi.org/10.1080/01691864.2022.2129032,3,
crossref,policy drift robotics,drift compensation of a holonomic mobile robot using recurrent neural networks,Canbek; Yalcin; Baran,2022,10.1007/s11370-022-00430-w,Intelligent Service Robotics,https://doi.org/10.1007/s11370-022-00430-w,3,
crossref,robot adaptability physical drift,enhancing flexibility and adaptability in conjoined human-robot industrial tasks with a minimalist physical interface,Gandarias; Balatti; Lamon; Lorenzini; Ajoudani,2022,10.1109/icra46639.2022.9812225,2022 International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra46639.2022.9812225,3,
crossref,robot adaptability physical drift,"evaluation of volatility and physical drift of 2,4-d, dicamba, and triclopyr formulations",; Bauerle,2022,10.31390/gradschool_theses.39,,https://doi.org/10.31390/gradschool_theses.39,3,
crossref,robot continual learning manipulation,few-shot continual active learning by a robot,Ayub; Fendley,2022,10.52202/068431-2219,Advances in Neural Information Processing Systems 35,https://doi.org/10.52202/068431-2219,3,
crossref,robot online adaptation manipulation,"gamification, manipulation, and domination 1",Gorin,2022,10.4324/9781003205425-12,The Philosophy of Online Manipulation,https://doi.org/10.4324/9781003205425-12,3,
crossref,robot fault recovery manipulation,holonomic rolling nonprehensile manipulation primitive,Donaire; Ruggiero; Lippiello; Siciliano,2022,10.1007/978-3-030-93290-9_6,Springer Tracts in Advanced Robotics,https://doi.org/10.1007/978-3-030-93290-9_6,3,
crossref,robot online adaptation manipulation,how philosophy might contribute to the practical ethics of online manipulation,Barnhill,2022,10.4324/9781003205425-4,The Philosophy of Online Manipulation,https://doi.org/10.4324/9781003205425-4,3,
crossref,robot adaptation drift,human-in-the-loop prosthetic robot hand control through contextual adaptation,Sharif,2022,10.17760/d20417322,,https://doi.org/10.17760/d20417322,3,
crossref,dexterous manipulation adaptation,"key components of dexterous manipulation: tactile sensing, skill learning, and adaptive control",Li; Luo; Chen; Yang; Zhang,2022,10.1016/b978-0-32-390445-2.00025-8,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",https://doi.org/10.1016/b978-0-32-390445-2.00025-8,3,
crossref,robot continual learning manipulation,learning garment manipulation policies toward robot-assisted dressing,Zhang; Demiris,2022,10.1126/scirobotics.abm6010,Science Robotics,https://doi.org/10.1126/scirobotics.abm6010,3,
arxiv,,learning robot motor skills with mixed reality,Eric Rosen; Sreehari Rammohan; Devesh Jha,2022,,arXiv,http://arxiv.org/abs/2203.11324v1,3,
arxiv,,lifelong wandering: a realistic few-shot online continual learning setting,Mayank Lunayach; James Smith; Zsolt Kira,2022,,arXiv,http://arxiv.org/abs/2206.07932v1,3,
crossref,robot continual learning manipulation,machine learning for robot manipulation in industrial settings,,2022,10.59121/kjmlar2209330003,Korea Journal on Machine Learning and Applications in Robotics,https://doi.org/10.59121/kjmlar2209330003,3,
crossref,robot online adaptation manipulation,manipulation as digital invasion,Capasso,2022,10.4324/9781003205425-11,The Philosophy of Online Manipulation,https://doi.org/10.4324/9781003205425-11,3,
crossref,robot online adaptation manipulation,manipulation of plant architecture genes in sorghum to manage drought adaptation,; Wong,2022,10.14264/86a83c2,,https://doi.org/10.14264/86a83c2,3,
crossref,robot online adaptation manipulation,"manipulation, injustice, and technology",Klenk,2022,10.4324/9781003205425-7,The Philosophy of Online Manipulation,https://doi.org/10.4324/9781003205425-7,3,
crossref,robot continual learning manipulation,mind your manners! a dataset and a continual learning approach for assessing social appropriateness of robot actions,Tjomsland; Kalkan; Gunes,2022,10.3389/frobt.2022.669420,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.669420,3,
crossref,robot continual learning manipulation,neural network-enhanced optimal motion planning for robot manipulation under remote center of motion,Su; Yang,2022,10.1016/b978-0-32-390445-2.00022-2,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",https://doi.org/10.1016/b978-0-32-390445-2.00022-2,3,
crossref,robot adaptability physical drift,obstacle avoidance and environmental adaptability analysis of snake-like robot based on deep learning,Zou,2022,10.1088/1742-6596/2146/1/012037,Journal of Physics: Conference Series,https://doi.org/10.1088/1742-6596/2146/1/012037,3,
crossref,robot continual learning manipulation,one-shot learning for autonomous aerial manipulation,Zito; Ferrante,2022,10.3389/frobt.2022.960571,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.960571,3,
crossref,robot online adaptation manipulation,online affective manipulation,Wildman; Rietdijk; Archer,2022,10.4324/9781003205425-19,The Philosophy of Online Manipulation,https://doi.org/10.4324/9781003205425-19,3,
crossref,robot online adaptation manipulation,online manipulation,Jongepier; Klenk,2022,10.4324/9781003205425-3,The Philosophy of Online Manipulation,https://doi.org/10.4324/9781003205425-3,3,
